review,category_sentiment,category,sentiment,cleaned_review,tokenized_words
wifi mati...air panas ga jalan ... ac ga dingin,wifi_P1-neg,wifi_P1,neg,wifi matiair panas ga jalan ac ga dingin,"['wifi', 'matiair', 'panas', 'ga', 'jalan', 'ac', 'ga', 'dingin']"
wifi mati...air panas ga jalan ... ac ga dingin,air_panas_P1-neg,air_panas_P1,neg,wifi matiair panas ga jalan ac ga dingin,"['wifi', 'matiair', 'panas', 'ga', 'jalan', 'ac', 'ga', 'dingin']"
wifi mati...air panas ga jalan ... ac ga dingin,ac_P1-neg,ac_P1,neg,wifi matiair panas ga jalan ac ga dingin,"['wifi', 'matiair', 'panas', 'ga', 'jalan', 'ac', 'ga', 'dingin']"
"air panasnya mati,makan paginya terlalu sedikit",air_panas_P1-neg,air_panas_P1,neg,air panasnya matimakan paginya,"['air', 'panasnya', 'matimakan', 'paginya']"
ace nya cuma ga dingin,ac_P1-neg,ac_P1,neg,ace nya ga dingin,"['ace', 'nya', 'ga', 'dingin']"
ga ad air panas ny.  tidak sesuai dengan promosi,air_panas_P1-neg,air_panas_P1,neg,ga ad air panas ny sesuai promosi,"['ga', 'ad', 'air', 'panas', 'ny', 'sesuai', 'promosi']"
"sesuai gambar, bersih, ac dingin, wifi kencang, hanya channel tv yg kurang:)",kebersihan-pos,kebersihan,pos,sesuai gambar bersih ac dingin wifi kencang channel tv yg,"['sesuai', 'gambar', 'bersih', 'ac', 'dingin', 'wifi', 'kencang', 'channel', 'tv', 'yg']"
"sesuai gambar, bersih, ac dingin, wifi kencang, hanya channel tv yg kurang:)",tv_P1-neg,tv_P1,neg,sesuai gambar bersih ac dingin wifi kencang channel tv yg,"['sesuai', 'gambar', 'bersih', 'ac', 'dingin', 'wifi', 'kencang', 'channel', 'tv', 'yg']"
"sesuai gambar, bersih, ac dingin, wifi kencang, hanya channel tv yg kurang:)",ac_P1-pos,ac_P1,pos,sesuai gambar bersih ac dingin wifi kencang channel tv yg,"['sesuai', 'gambar', 'bersih', 'ac', 'dingin', 'wifi', 'kencang', 'channel', 'tv', 'yg']"
"sesuai gambar, bersih, ac dingin, wifi kencang, hanya channel tv yg kurang:)",wifi_P1-pos,wifi_P1,pos,sesuai gambar bersih ac dingin wifi kencang channel tv yg,"['sesuai', 'gambar', 'bersih', 'ac', 'dingin', 'wifi', 'kencang', 'channel', 'tv', 'yg']"
ac nya gak dingin :(,ac_P1-neg,ac_P1,neg,ac nya gak dingin,"['ac', 'nya', 'gak', 'dingin']"
"Kerapian kamar kurang, banyak kabel yang tidak rapi. Sofa kotor.  Sarapan nasinya keras",kebersihan-neg,kebersihan,neg,kerapian kamar kabel rapi sofa kotor sarapan nasinya keras,"['kerapian', 'kamar', 'kabel', 'rapi', 'sofa', 'kotor', 'sarapan', 'nasinya', 'keras']"
"Kerapian kamar kurang, banyak kabel yang tidak rapi. Sofa kotor.  Sarapan nasinya keras",sunrise_meal_P1-neg,sunrise_meal_P1,neg,kerapian kamar kabel rapi sofa kotor sarapan nasinya keras,"['kerapian', 'kamar', 'kabel', 'rapi', 'sofa', 'kotor', 'sarapan', 'nasinya', 'keras']"
"Kamarnya bersih rapi, dapat air mineral gratis dan cemilan gratis. Kekurangan hanya di kamar mandi lebih diperbaiki lg kebersihannya. Overall oke dan bakal kesini lagi",kebersihan-pos,kebersihan,pos,kamarnya bersih rapi air mineral gratis cemilan gratis kekurangan kamar mandi diperbaiki lg kebersihannya overall oke kesini,"['kamarnya', 'bersih', 'rapi', 'air', 'mineral', 'gratis', 'cemilan', 'gratis', 'kekurangan', 'kamar', 'mandi', 'diperbaiki', 'lg', 'kebersihannya', 'overall', 'oke', 'kesini']"
"Kamarnya bersih rapi, dapat air mineral gratis dan cemilan gratis. Kekurangan hanya di kamar mandi lebih diperbaiki lg kebersihannya. Overall oke dan bakal kesini lagi",linen_P1-pos,linen_P1,pos,kamarnya bersih rapi air mineral gratis cemilan gratis kekurangan kamar mandi diperbaiki lg kebersihannya overall oke kesini,"['kamarnya', 'bersih', 'rapi', 'air', 'mineral', 'gratis', 'cemilan', 'gratis', 'kekurangan', 'kamar', 'mandi', 'diperbaiki', 'lg', 'kebersihannya', 'overall', 'oke', 'kesini']"
"Kamarnya bersih rapi, dapat air mineral gratis dan cemilan gratis. Kekurangan hanya di kamar mandi lebih diperbaiki lg kebersihannya. Overall oke dan bakal kesini lagi",kebersihan-neg,kebersihan,neg,kamarnya bersih rapi air mineral gratis cemilan gratis kekurangan kamar mandi diperbaiki lg kebersihannya overall oke kesini,"['kamarnya', 'bersih', 'rapi', 'air', 'mineral', 'gratis', 'cemilan', 'gratis', 'kekurangan', 'kamar', 'mandi', 'diperbaiki', 'lg', 'kebersihannya', 'overall', 'oke', 'kesini']"
"Kamarnya bersih rapi, dapat air mineral gratis dan cemilan gratis. Kekurangan hanya di kamar mandi lebih diperbaiki lg kebersihannya. Overall oke dan bakal kesini lagi",general-pos,general,pos,kamarnya bersih rapi air mineral gratis cemilan gratis kekurangan kamar mandi diperbaiki lg kebersihannya overall oke kesini,"['kamarnya', 'bersih', 'rapi', 'air', 'mineral', 'gratis', 'cemilan', 'gratis', 'kekurangan', 'kamar', 'mandi', 'diperbaiki', 'lg', 'kebersihannya', 'overall', 'oke', 'kesini']"
"Lantainya terlalu licin, apalagi di kamar mandi. Handuknya sudah lama, perlu diganti",kebersihan-neg,kebersihan,neg,lantainya licin kamar mandi handuknya diganti,"['lantainya', 'licin', 'kamar', 'mandi', 'handuknya', 'diganti']"
"Lantainya terlalu licin, apalagi di kamar mandi. Handuknya sudah lama, perlu diganti",linen_P1-neg,linen_P1,neg,lantainya licin kamar mandi handuknya diganti,"['lantainya', 'licin', 'kamar', 'mandi', 'handuknya', 'diganti']"
Kamarnya bau rokok. Dan seprai tidak diganti untuk tamu baru karena msh ada bekas abu rokoknya.,bau_P1-neg,bau_P1,neg,kamarnya bau rokok seprai diganti tamu msh bekas abu rokoknya,"['kamarnya', 'bau', 'rokok', 'seprai', 'diganti', 'tamu', 'msh', 'bekas', 'abu', 'rokoknya']"
Kamarnya bau rokok. Dan seprai tidak diganti untuk tamu baru karena msh ada bekas abu rokoknya.,linen_P1-neg,linen_P1,neg,kamarnya bau rokok seprai diganti tamu msh bekas abu rokoknya,"['kamarnya', 'bau', 'rokok', 'seprai', 'diganti', 'tamu', 'msh', 'bekas', 'abu', 'rokoknya']"
overall sesuai hrg hanya minta tlong kebersihan ditingkatkan...utk kmr mandi khususnya...,general-pos,general,pos,overall sesuai hrg tlong kebersihan ditingkatkanutk kmr mandi,"['overall', 'sesuai', 'hrg', 'tlong', 'kebersihan', 'ditingkatkanutk', 'kmr', 'mandi']"
overall sesuai hrg hanya minta tlong kebersihan ditingkatkan...utk kmr mandi khususnya...,kebersihan-neg,kebersihan,neg,overall sesuai hrg tlong kebersihan ditingkatkanutk kmr mandi,"['overall', 'sesuai', 'hrg', 'tlong', 'kebersihan', 'ditingkatkanutk', 'kmr', 'mandi']"
"pada umumnya baik, sisa kurang wifi... tolong diperbaiki... ",wifi_P1-neg,wifi_P1,neg,sisa wifi tolong diperbaiki,"['sisa', 'wifi', 'tolong', 'diperbaiki']"
"kamar luas dan bersih hanya kamar mandinya yang kurang terawat, sarapan juga banyak variasinya, lokasi di pinggir jalan dan dekat mini market",kebersihan-pos,kebersihan,pos,kamar luas bersih kamar mandinya terawat sarapan variasinya lokasi pinggir jalan mini market,"['kamar', 'luas', 'bersih', 'kamar', 'mandinya', 'terawat', 'sarapan', 'variasinya', 'lokasi', 'pinggir', 'jalan', 'mini', 'market']"
"kamar luas dan bersih hanya kamar mandinya yang kurang terawat, sarapan juga banyak variasinya, lokasi di pinggir jalan dan dekat mini market",sunrise_meal_P1-pos,sunrise_meal_P1,pos,kamar luas bersih kamar mandinya terawat sarapan variasinya lokasi pinggir jalan mini market,"['kamar', 'luas', 'bersih', 'kamar', 'mandinya', 'terawat', 'sarapan', 'variasinya', 'lokasi', 'pinggir', 'jalan', 'mini', 'market']"
Tidak ad air panasnya ,air_panas_P1-neg,air_panas_P1,neg,ad air panasnya,"['ad', 'air', 'panasnya']"
ac ny panas,ac_P1-neg,ac_P1,neg,ac ny panas,"['ac', 'ny', 'panas']"
"kamar tidur bagus, lengkap, tp kamar mandi bau.. dari pembuangan air ..",bau_P1-neg,bau_P1,neg,kamar tidur bagus lengkap tp kamar mandi bau pembuangan air,"['kamar', 'tidur', 'bagus', 'lengkap', 'tp', 'kamar', 'mandi', 'bau', 'pembuangan', 'air']"
"Pertama & terakhir booking via airy, diberitahu o/ resepsionis bahwa terjadi overbooking via airy namun tdk ada konfirmasi ke saya, alhasil saya harus membayar biaya tambahan untuk upgrade kamar namun saya menolak, akhirnya dapat kamar di lt 3 (tanpa lift), remote ac & tv diambil o/ pihak hotel, besoknya belum check out listrik dimatikan tiba2 ",service-neg,service,neg,booking via airy diberitahu o resepsionis overbooking via airy tdk konfirmasi alhasil membayar biaya tambahan upgrade kamar menolak kamar lt lift remote ac tv diambil o hotel besoknya check out listrik dimatikan,"['booking', 'via', 'airy', 'diberitahu', 'o', 'resepsionis', 'overbooking', 'via', 'airy', 'tdk', 'konfirmasi', 'alhasil', 'membayar', 'biaya', 'tambahan', 'upgrade', 'kamar', 'menolak', 'kamar', 'lt', 'lift', 'remote', 'ac', 'tv', 'diambil', 'o', 'hotel', 'besoknya', 'check', 'out', 'listrik', 'dimatikan']"
"Kamar sempit, air mati terus. Ac ga dinging, remote ac tidak berfungsi",ac_P1-neg,ac_P1,neg,kamar sempit air mati ac ga dinging remote ac berfungsi,"['kamar', 'sempit', 'air', 'mati', 'ac', 'ga', 'dinging', 'remote', 'ac', 'berfungsi']"
lantai berdebu,kebersihan-neg,kebersihan,neg,lantai berdebu,"['lantai', 'berdebu']"
"Staff ramah dan cepat tanggap, kamar bersih,  sayang sinyal wifi kurang menjangkau kamar",service-pos,service,pos,staff ramah cepat tanggap kamar bersih sayang sinyal wifi menjangkau kamar,"['staff', 'ramah', 'cepat', 'tanggap', 'kamar', 'bersih', 'sayang', 'sinyal', 'wifi', 'menjangkau', 'kamar']"
"Staff ramah dan cepat tanggap, kamar bersih,  sayang sinyal wifi kurang menjangkau kamar",kebersihan-pos,kebersihan,pos,staff ramah cepat tanggap kamar bersih sayang sinyal wifi menjangkau kamar,"['staff', 'ramah', 'cepat', 'tanggap', 'kamar', 'bersih', 'sayang', 'sinyal', 'wifi', 'menjangkau', 'kamar']"
"Staff ramah dan cepat tanggap, kamar bersih,  sayang sinyal wifi kurang menjangkau kamar",wifi_P1-neg,wifi_P1,neg,staff ramah cepat tanggap kamar bersih sayang sinyal wifi menjangkau kamar,"['staff', 'ramah', 'cepat', 'tanggap', 'kamar', 'bersih', 'sayang', 'sinyal', 'wifi', 'menjangkau', 'kamar']"
"Puas dgn pelayanan dan keramahan staff, cocok untuk backpacker dgn harga yg relatif terjangkau. Tp air agak berbau harap ditindak lanjuti untuk air mandi dan flush toilet. Terima kasih :)",service-pos,service,pos,puas dgn pelayanan keramahan staff cocok backpacker dgn harga yg relatif terjangkau tp air berbau harap ditindak lanjuti air mandi flush toilet terima kasih,"['puas', 'dgn', 'pelayanan', 'keramahan', 'staff', 'cocok', 'backpacker', 'dgn', 'harga', 'yg', 'relatif', 'terjangkau', 'tp', 'air', 'berbau', 'harap', 'ditindak', 'lanjuti', 'air', 'mandi', 'flush', 'toilet', 'terima', 'kasih']"
"Puas dgn pelayanan dan keramahan staff, cocok untuk backpacker dgn harga yg relatif terjangkau. Tp air agak berbau harap ditindak lanjuti untuk air mandi dan flush toilet. Terima kasih :)",bau_P1-neg,bau_P1,neg,puas dgn pelayanan keramahan staff cocok backpacker dgn harga yg relatif terjangkau tp air berbau harap ditindak lanjuti air mandi flush toilet terima kasih,"['puas', 'dgn', 'pelayanan', 'keramahan', 'staff', 'cocok', 'backpacker', 'dgn', 'harga', 'yg', 'relatif', 'terjangkau', 'tp', 'air', 'berbau', 'harap', 'ditindak', 'lanjuti', 'air', 'mandi', 'flush', 'toilet', 'terima', 'kasih']"
yg berkesan ukuran kamarnya besar. yg perlu diperbaikin saluran ke tanki closet pipanya rusak. service pelayanan lebih ditingkatkan..,service-neg,service,neg,yg berkesan ukuran kamarnya yg diperbaikin saluran tanki closet pipanya rusak service pelayanan ditingkatkan,"['yg', 'berkesan', 'ukuran', 'kamarnya', 'yg', 'diperbaikin', 'saluran', 'tanki', 'closet', 'pipanya', 'rusak', 'service', 'pelayanan', 'ditingkatkan']"
"Kualitas tempat baik & bersih, hanya yang perlu dibenahi wifi nya. Soalnya sinyal hape disini jelek",kebersihan-pos,kebersihan,pos,kualitas bersih dibenahi wifi nya sinyal hape jelek,"['kualitas', 'bersih', 'dibenahi', 'wifi', 'nya', 'sinyal', 'hape', 'jelek']"
"Kualitas tempat baik & bersih, hanya yang perlu dibenahi wifi nya. Soalnya sinyal hape disini jelek",wifi_P1-neg,wifi_P1,neg,kualitas bersih dibenahi wifi nya sinyal hape jelek,"['kualitas', 'bersih', 'dibenahi', 'wifi', 'nya', 'sinyal', 'hape', 'jelek']"
"Kamarnya jorok banyak debu, dindingnya kusam banyak noda. Kamar mandi juga kurang bersih, penarangan minim",kebersihan-neg,kebersihan,neg,kamarnya jorok debu dindingnya kusam noda kamar mandi bersih penarangan minim,"['kamarnya', 'jorok', 'debu', 'dindingnya', 'kusam', 'noda', 'kamar', 'mandi', 'bersih', 'penarangan', 'minim']"
"Hotel nyaman, tapi sayang yg ngejagain pergi-pergian mulu. terus kamar mandi ga bersih",service-neg,service,neg,hotel nyaman sayang yg ngejagain pergipergian mulu kamar mandi ga bersih,"['hotel', 'nyaman', 'sayang', 'yg', 'ngejagain', 'pergipergian', 'mulu', 'kamar', 'mandi', 'ga', 'bersih']"
"Hotel nyaman, tapi sayang yg ngejagain pergi-pergian mulu. terus kamar mandi ga bersih",kebersihan-neg,kebersihan,neg,hotel nyaman sayang yg ngejagain pergipergian mulu kamar mandi ga bersih,"['hotel', 'nyaman', 'sayang', 'yg', 'ngejagain', 'pergipergian', 'mulu', 'kamar', 'mandi', 'ga', 'bersih']"
Tingkatkan Fasilitas dan Pelayanan Wifi tidak sampai ke kamar air hangat tidak hangat remote tv tidak berfungsi kurang pengharum ruangan,wifi_P1-neg,wifi_P1,neg,tingkatkan fasilitas pelayanan wifi kamar air hangat hangat remote tv berfungsi pengharum ruangan,"['tingkatkan', 'fasilitas', 'pelayanan', 'wifi', 'kamar', 'air', 'hangat', 'hangat', 'remote', 'tv', 'berfungsi', 'pengharum', 'ruangan']"
Tingkatkan Fasilitas dan Pelayanan Wifi tidak sampai ke kamar air hangat tidak hangat remote tv tidak berfungsi kurang pengharum ruangan,air_panas_P1-neg,air_panas_P1,neg,tingkatkan fasilitas pelayanan wifi kamar air hangat hangat remote tv berfungsi pengharum ruangan,"['tingkatkan', 'fasilitas', 'pelayanan', 'wifi', 'kamar', 'air', 'hangat', 'hangat', 'remote', 'tv', 'berfungsi', 'pengharum', 'ruangan']"
Tingkatkan Fasilitas dan Pelayanan Wifi tidak sampai ke kamar air hangat tidak hangat remote tv tidak berfungsi kurang pengharum ruangan,tv_P1-neg,tv_P1,neg,tingkatkan fasilitas pelayanan wifi kamar air hangat hangat remote tv berfungsi pengharum ruangan,"['tingkatkan', 'fasilitas', 'pelayanan', 'wifi', 'kamar', 'air', 'hangat', 'hangat', 'remote', 'tv', 'berfungsi', 'pengharum', 'ruangan']"
Tingkatkan Fasilitas dan Pelayanan Wifi tidak sampai ke kamar air hangat tidak hangat remote tv tidak berfungsi kurang pengharum ruangan,bau_P1-neg,bau_P1,neg,tingkatkan fasilitas pelayanan wifi kamar air hangat hangat remote tv berfungsi pengharum ruangan,"['tingkatkan', 'fasilitas', 'pelayanan', 'wifi', 'kamar', 'air', 'hangat', 'hangat', 'remote', 'tv', 'berfungsi', 'pengharum', 'ruangan']"
kamar bau dan air toilet kecil. very bad,bau_P1-neg,bau_P1,neg,kamar bau air toilet very bad,"['kamar', 'bau', 'air', 'toilet', 'very', 'bad']"
kamar nya bau jamur.. lembab.. kurang nyaman.. ,bau_P1-neg,bau_P1,neg,kamar nya bau jamur lembab nyaman,"['kamar', 'nya', 'bau', 'jamur', 'lembab', 'nyaman']"
"pesan 2 kamar, salah satu kamar tidak sesuai dengan pesanan, harusnya ada AC tapi tidak ada, cuma di kasi kasur, tidak standar airyroom. kamar mandi bau, toilet bocor. seprai kurang bersih. lokasi bagus, tidak jauh dari pusat kota.",ac_P1-neg,ac_P1,neg,pesan kamar salah kamar sesuai pesanan ac kasi kasur standar airyroom kamar mandi bau toilet bocor seprai bersih lokasi bagus pusat kota,"['pesan', 'kamar', 'salah', 'kamar', 'sesuai', 'pesanan', 'ac', 'kasi', 'kasur', 'standar', 'airyroom', 'kamar', 'mandi', 'bau', 'toilet', 'bocor', 'seprai', 'bersih', 'lokasi', 'bagus', 'pusat', 'kota']"
"pesan 2 kamar, salah satu kamar tidak sesuai dengan pesanan, harusnya ada AC tapi tidak ada, cuma di kasi kasur, tidak standar airyroom. kamar mandi bau, toilet bocor. seprai kurang bersih. lokasi bagus, tidak jauh dari pusat kota.",bau_P1-neg,bau_P1,neg,pesan kamar salah kamar sesuai pesanan ac kasi kasur standar airyroom kamar mandi bau toilet bocor seprai bersih lokasi bagus pusat kota,"['pesan', 'kamar', 'salah', 'kamar', 'sesuai', 'pesanan', 'ac', 'kasi', 'kasur', 'standar', 'airyroom', 'kamar', 'mandi', 'bau', 'toilet', 'bocor', 'seprai', 'bersih', 'lokasi', 'bagus', 'pusat', 'kota']"
"pesan 2 kamar, salah satu kamar tidak sesuai dengan pesanan, harusnya ada AC tapi tidak ada, cuma di kasi kasur, tidak standar airyroom. kamar mandi bau, toilet bocor. seprai kurang bersih. lokasi bagus, tidak jauh dari pusat kota.",kebersihan-neg,kebersihan,neg,pesan kamar salah kamar sesuai pesanan ac kasi kasur standar airyroom kamar mandi bau toilet bocor seprai bersih lokasi bagus pusat kota,"['pesan', 'kamar', 'salah', 'kamar', 'sesuai', 'pesanan', 'ac', 'kasi', 'kasur', 'standar', 'airyroom', 'kamar', 'mandi', 'bau', 'toilet', 'bocor', 'seprai', 'bersih', 'lokasi', 'bagus', 'pusat', 'kota']"
"pesan 2 kamar, salah satu kamar tidak sesuai dengan pesanan, harusnya ada AC tapi tidak ada, cuma di kasi kasur, tidak standar airyroom. kamar mandi bau, toilet bocor. seprai kurang bersih. lokasi bagus, tidak jauh dari pusat kota.",linen_P1-neg,linen_P1,neg,pesan kamar salah kamar sesuai pesanan ac kasi kasur standar airyroom kamar mandi bau toilet bocor seprai bersih lokasi bagus pusat kota,"['pesan', 'kamar', 'salah', 'kamar', 'sesuai', 'pesanan', 'ac', 'kasi', 'kasur', 'standar', 'airyroom', 'kamar', 'mandi', 'bau', 'toilet', 'bocor', 'seprai', 'bersih', 'lokasi', 'bagus', 'pusat', 'kota']"
sangat mengecewakan. gambar di aplikasi sama kenyataan kamarnya berbeda jauh. kamarnya jelek lantainya hanya semen cor2an gak tehel.aplikasi airy blg maksimal tamu 2 org 1 kamar.tp itu pas mw cek in bilangnya aku cm pilih 1 org trus dimintai cars 50ribu lagi.pokonya ga mau kesitu lagi.recepsionis nya juga tdk ramah .,service-neg,service,neg,mengecewakan gambar aplikasi kenyataan kamarnya berbeda kamarnya jelek lantainya semen coran gak tehelaplikasi airy blg maksimal tamu org kamartp pas mw cek in bilangnya cm pilih org trus cars ribu lagipokonya ga kesitu lagirecepsionis nya tdk ramah,"['mengecewakan', 'gambar', 'aplikasi', 'kenyataan', 'kamarnya', 'berbeda', 'kamarnya', 'jelek', 'lantainya', 'semen', 'coran', 'gak', 'tehelaplikasi', 'airy', 'blg', 'maksimal', 'tamu', 'org', 'kamartp', 'pas', 'mw', 'cek', 'in', 'bilangnya', 'cm', 'pilih', 'org', 'trus', 'cars', 'ribu', 'lagipokonya', 'ga', 'kesitu', 'lagirecepsionis', 'nya', 'tdk', 'ramah']"
pelayanan kurang ramah,service-neg,service,neg,pelayanan ramah,"['pelayanan', 'ramah']"
"Karena hotel syariah dilengkapi fasilitas alat shalat, sarapan cukup bervariasi, hotel bersih nyaman, cuman sayang channel stasiun tv swasta kurang lengkap, untuk fasilitas set airy rooms lengkap standarisasi.  terima kasih airy",sunrise_meal_P1-pos,sunrise_meal_P1,pos,hotel syariah dilengkapi fasilitas alat shalat sarapan bervariasi hotel bersih nyaman cuman sayang channel stasiun tv swasta lengkap fasilitas set airy rooms lengkap standarisasi terima kasih airy,"['hotel', 'syariah', 'dilengkapi', 'fasilitas', 'alat', 'shalat', 'sarapan', 'bervariasi', 'hotel', 'bersih', 'nyaman', 'cuman', 'sayang', 'channel', 'stasiun', 'tv', 'swasta', 'lengkap', 'fasilitas', 'set', 'airy', 'rooms', 'lengkap', 'standarisasi', 'terima', 'kasih', 'airy']"
"Karena hotel syariah dilengkapi fasilitas alat shalat, sarapan cukup bervariasi, hotel bersih nyaman, cuman sayang channel stasiun tv swasta kurang lengkap, untuk fasilitas set airy rooms lengkap standarisasi.  terima kasih airy",kebersihan-pos,kebersihan,pos,hotel syariah dilengkapi fasilitas alat shalat sarapan bervariasi hotel bersih nyaman cuman sayang channel stasiun tv swasta lengkap fasilitas set airy rooms lengkap standarisasi terima kasih airy,"['hotel', 'syariah', 'dilengkapi', 'fasilitas', 'alat', 'shalat', 'sarapan', 'bervariasi', 'hotel', 'bersih', 'nyaman', 'cuman', 'sayang', 'channel', 'stasiun', 'tv', 'swasta', 'lengkap', 'fasilitas', 'set', 'airy', 'rooms', 'lengkap', 'standarisasi', 'terima', 'kasih', 'airy']"
"Karena hotel syariah dilengkapi fasilitas alat shalat, sarapan cukup bervariasi, hotel bersih nyaman, cuman sayang channel stasiun tv swasta kurang lengkap, untuk fasilitas set airy rooms lengkap standarisasi.  terima kasih airy",tv_P1-neg,tv_P1,neg,hotel syariah dilengkapi fasilitas alat shalat sarapan bervariasi hotel bersih nyaman cuman sayang channel stasiun tv swasta lengkap fasilitas set airy rooms lengkap standarisasi terima kasih airy,"['hotel', 'syariah', 'dilengkapi', 'fasilitas', 'alat', 'shalat', 'sarapan', 'bervariasi', 'hotel', 'bersih', 'nyaman', 'cuman', 'sayang', 'channel', 'stasiun', 'tv', 'swasta', 'lengkap', 'fasilitas', 'set', 'airy', 'rooms', 'lengkap', 'standarisasi', 'terima', 'kasih', 'airy']"
"Karena hotel syariah dilengkapi fasilitas alat shalat, sarapan cukup bervariasi, hotel bersih nyaman, cuman sayang channel stasiun tv swasta kurang lengkap, untuk fasilitas set airy rooms lengkap standarisasi.  terima kasih airy",linen_P1-pos,linen_P1,pos,hotel syariah dilengkapi fasilitas alat shalat sarapan bervariasi hotel bersih nyaman cuman sayang channel stasiun tv swasta lengkap fasilitas set airy rooms lengkap standarisasi terima kasih airy,"['hotel', 'syariah', 'dilengkapi', 'fasilitas', 'alat', 'shalat', 'sarapan', 'bervariasi', 'hotel', 'bersih', 'nyaman', 'cuman', 'sayang', 'channel', 'stasiun', 'tv', 'swasta', 'lengkap', 'fasilitas', 'set', 'airy', 'rooms', 'lengkap', 'standarisasi', 'terima', 'kasih', 'airy']"
"lumayan bagus,,tenang untuk istirahat,,pelayanannya harap ditingkatkan check kamar sebelum dipake cust,,keset sama tempat sampah saya minta dulu baru disediakan",service-neg,service,neg,lumayan bagustenang istirahatpelayanannya harap ditingkatkan check kamar dipake custkeset sampah disediakan,"['lumayan', 'bagustenang', 'istirahatpelayanannya', 'harap', 'ditingkatkan', 'check', 'kamar', 'dipake', 'custkeset', 'sampah', 'disediakan']"
"lumayan bagus,,tenang untuk istirahat,,pelayanannya harap ditingkatkan check kamar sebelum dipake cust,,keset sama tempat sampah saya minta dulu baru disediakan",linen_P1-neg,linen_P1,neg,lumayan bagustenang istirahatpelayanannya harap ditingkatkan check kamar dipake custkeset sampah disediakan,"['lumayan', 'bagustenang', 'istirahatpelayanannya', 'harap', 'ditingkatkan', 'check', 'kamar', 'dipake', 'custkeset', 'sampah', 'disediakan']"
Kamarnya kurang bersih,kebersihan-neg,kebersihan,neg,kamarnya bersih,"['kamarnya', 'bersih']"
kurang bersih aja,kebersihan-neg,kebersihan,neg,bersih aja,"['bersih', 'aja']"
"alamat susah dicarinya, ac gk dingin, tdk ada air panas",ac_P1-neg,ac_P1,neg,alamat susah dicarinya ac gk dingin tdk air panas,"['alamat', 'susah', 'dicarinya', 'ac', 'gk', 'dingin', 'tdk', 'air', 'panas']"
"alamat susah dicarinya, ac gk dingin, tdk ada air panas",air_panas_P1-neg,air_panas_P1,neg,alamat susah dicarinya ac gk dingin tdk air panas,"['alamat', 'susah', 'dicarinya', 'ac', 'gk', 'dingin', 'tdk', 'air', 'panas']"
Handuk kelihatan kotor dan ada bercak-bercak... tidak putih lagi  dan sobek sobek pinggirnya.,kebersihan-neg,kebersihan,neg,handuk kotor bercakbercak putih sobek sobek pinggirnya,"['handuk', 'kotor', 'bercakbercak', 'putih', 'sobek', 'sobek', 'pinggirnya']"
Handuk kelihatan kotor dan ada bercak-bercak... tidak putih lagi  dan sobek sobek pinggirnya.,linen_P1-neg,linen_P1,neg,handuk kotor bercakbercak putih sobek sobek pinggirnya,"['handuk', 'kotor', 'bercakbercak', 'putih', 'sobek', 'sobek', 'pinggirnya']"
"Secara keseluruhan tempat nyaman. parkirn juga aman. AC, Wifii, dan air mandi juga lancar. Cuma rada kecewa sama lantai kamarnya bukan keramik dan kamar mandi sdikit kotor di langit2nya. Secara overal klo untuk tinggal sih okee lah",general-pos,general,pos,nyaman parkirn aman ac wifii air mandi lancar rada kecewa lantai kamarnya keramik kamar mandi sdikit kotor langitnya overal klo tinggal sih okee,"['nyaman', 'parkirn', 'aman', 'ac', 'wifii', 'air', 'mandi', 'lancar', 'rada', 'kecewa', 'lantai', 'kamarnya', 'keramik', 'kamar', 'mandi', 'sdikit', 'kotor', 'langitnya', 'overal', 'klo', 'tinggal', 'sih', 'okee']"
"Secara keseluruhan tempat nyaman. parkirn juga aman. AC, Wifii, dan air mandi juga lancar. Cuma rada kecewa sama lantai kamarnya bukan keramik dan kamar mandi sdikit kotor di langit2nya. Secara overal klo untuk tinggal sih okee lah",ac_P1-pos,ac_P1,pos,nyaman parkirn aman ac wifii air mandi lancar rada kecewa lantai kamarnya keramik kamar mandi sdikit kotor langitnya overal klo tinggal sih okee,"['nyaman', 'parkirn', 'aman', 'ac', 'wifii', 'air', 'mandi', 'lancar', 'rada', 'kecewa', 'lantai', 'kamarnya', 'keramik', 'kamar', 'mandi', 'sdikit', 'kotor', 'langitnya', 'overal', 'klo', 'tinggal', 'sih', 'okee']"
"Secara keseluruhan tempat nyaman. parkirn juga aman. AC, Wifii, dan air mandi juga lancar. Cuma rada kecewa sama lantai kamarnya bukan keramik dan kamar mandi sdikit kotor di langit2nya. Secara overal klo untuk tinggal sih okee lah",wifi_P1-pos,wifi_P1,pos,nyaman parkirn aman ac wifii air mandi lancar rada kecewa lantai kamarnya keramik kamar mandi sdikit kotor langitnya overal klo tinggal sih okee,"['nyaman', 'parkirn', 'aman', 'ac', 'wifii', 'air', 'mandi', 'lancar', 'rada', 'kecewa', 'lantai', 'kamarnya', 'keramik', 'kamar', 'mandi', 'sdikit', 'kotor', 'langitnya', 'overal', 'klo', 'tinggal', 'sih', 'okee']"
